UIS.NIRA.1,UIS.XSPENDP.FDPUB.FNS,BAR.PRM.SCHL,BAR.SEC.SCHL,BAR.TER.SCHL,BAR.TOT.SCHL,BAR.NOED.15UP.ZS,BAR.PRM.CMPT.15UP.ZS,BAR.PRM.ICMP.15UP.ZS,BAR.SEC.CMPT.15UP.ZS,BAR.SEC.ICMP.15UP.ZS,BAR.TER.CMPT.15UP.ZS,BAR.TER.ICMP.15UP.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TERT.ZS,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,NY.GDP.MKTP.PP.KD,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.ZS,SL.TLF.INTM.ZS,SL.TLF.TOTL.IN,SP.POP.GROW,SI.POV.GINI
97.2871017,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.71916962,32.59294128,543000000000.00,36063.47085,32614.90355,492000000000.00,4.793069839,80.30111017,48.3955,72.32111111,7020732,0.788031035,30.867
96.8281326,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.95666667,31.19356918,553000000000.00,36402.47289,32921.48854,500000000000.00,4.686510086,80.30111017,48.3955,72.32111111,7112163,0.756056593,30.633
98.3719101,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,9.4874897,31.19356918,560000000000.00,36604.23348,33103.95579,506000000000.00,5.509220123,80.30111017,48.3955,72.32111111,7184089,0.69699133,30.4
99.8112793,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,9.494959831,30.94038963,576000000000.00,37461.56616,33879.30608,521000000000.00,5.24751997,80.30111017,48.3955,72.32111111,7304919,0.602938474,30.017
98.7296371,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,9.719510078,30.11758041,594000000000.00,38438.55384,34762.86937,537000000000.00,5.129049778,80.30111017,48.3955,72.32111111,7373931,0.493927373,29.633
98.7000198,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,8.866609573,29.32645035,615000000000.00,39626.29266,35837.03074,557000000000.00,5.225830078,81.18000031,49.15999985,72.25,7471445,0.461395748,29.25
99.7989731,69.468375,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.95666667,28.89228058,642000000000.00,41117.96329,37186.06045,580000000000.00,5.143444444,81.66000366,50.43000031,73.31999969,7667609,0.514767002,28.867
99.280899,69.3504715,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.42632008,28.89228058,671000000000.00,42714.51301,38629.9402,607000000000.00,5.143444444,80.25,46.11999893,70.87000275,7810643,0.616640531,28.483
99.280899,71.1672974,5.847333333,3.95,0.582666667,10.38,1.51,16.93,19.35,33.39,62.45,9.27,16.69,10.48554993,28.80265999,705000000000.00,44574.68846,40312.23648,637000000000.00,5.143444444,80.44999695,46.91999817,71.75,7963432,0.665493187,28.1
99.1058731,71.1281281,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.07563019,28.01728058,735000000000.00,46133.17635,41721.69405,664000000000.00,4.892650127,80.01999664,47.18000031,72.93000031,8159104,0.714770363,28.44
98.743782,70.4194336,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.01714039,26.82904053,750000000000.00,46758.87675,42287.56189,679000000000.00,5.143444444,80.23999786,47.84000015,73.45999908,8307377,0.754840058,28.78
97.6592102,69.2307434,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.09920025,25.83247948,751000000000.00,46509.51714,42062.04727,679000000000.00,5.143444444,80.48999786,49.38000107,73.54000092,8442995,0.638291666,29.12
97.1753464,70.3663101,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.40470982,26.18528938,753000000000.00,46422.02485,41982.92143,680000000000.00,5.143444444,79.80999756,49.25999832,72.70999908,8482203,0.471814399,29.46
99.2380371,70.3206711,5.862,4.196,0.616666667,10.67333333,1.21,14.45,16.63,37.69,64.8,9.84,17.36,11.72140026,26.59012032,769000000000.00,47200.42469,42686.88683,695000000000.00,5.143444444,79.84999847,49.22000122,71.66999817,8539601,0.347475412,29.8
99.233139,69.8261185,5.727333333,4.331333333,0.716,10.77333333,3.77,10.61,12.16,35.58,63.69,11.65,20.27,12.19349003,26.77396965,785000000000.00,48107.58549,43507.30043,710000000000.00,4.912280083,80.13999939,48.16999817,72.36000061,8579603,0.233663148,29
